disco,date,band,collection_naira
PHEDC,01/10/2021,band_d,1111308688
PHEDC,01/10/2021,band_e,139471978.9
PHEDC,01/11/2021,lifeline,625441
PHEDC,01/11/2021,band_a,1448802683
PHEDC,01/11/2021,band_b,983999945.1
PHEDC,01/11/2021,band_c,463979753.7
PHEDC,01/11/2021,band_d,1187652726
PHEDC,01/11/2021,band_e,186191525.4
PHEDC,01/12/2021,lifeline,0
PHEDC,01/12/2021,band_a,1512256904
PHEDC,01/12/2021,band_b,881548751.3
PHEDC,01/12/2021,band_c,668374388.2
PHEDC,01/12/2021,band_d,913856395.6
PHEDC,01/12/2021,band_e,164952304.9
PHEDC,01/01/2022,lifeline,0
PHEDC,01/01/2022,band_a,1764630793
PHEDC,01/01/2022,band_b,890297770.3
PHEDC,01/01/2022,band_c,758382587.7
PHEDC,01/01/2022,band_d,901423575.2
PHEDC,01/01/2022,band_e,159531207.3
PHEDC,01/02/2022,lifeline,0
PHEDC,01/02/2022,band_a,1869364807
PHEDC,01/02/2022,band_b,930790807.6
PHEDC,01/02/2022,band_c,805225373.3
PHEDC,01/02/2022,band_d,987995389
PHEDC,01/02/2022,band_e,167946843
PHEDC,01/03/2022,lifeline,8500
PHEDC,01/03/2022,band_a,1762519256
PHEDC,01/03/2022,band_b,856133527.5
PHEDC,01/03/2022,band_c,677249115.2
PHEDC,01/03/2022,band_d,873983956.3
PHEDC,01/03/2022,band_e,136861670.3
PHEDC,01/04/2022,lifeline,5400
PHEDC,01/04/2022,band_a,1528522405
PHEDC,01/04/2022,band_b,849252771
PHEDC,01/04/2022,band_c,686703957.1
PHEDC,01/04/2022,band_d,919961779.7
PHEDC,01/04/2022,band_e,136818785.4
PHEDC,01/05/2022,lifeline,2950
PHEDC,01/05/2022,band_a,1818160576
PHEDC,01/05/2022,band_b,787095421.8
PHEDC,01/05/2022,band_c,652288690.4
PHEDC,01/05/2022,band_d,869768798.3
PHEDC,01/05/2022,band_e,142756806.5
PHEDC,01/06/2022,lifeline,19300
PHEDC,01/06/2022,band_a,2100610244
PHEDC,01/06/2022,band_b,668478322
PHEDC,01/06/2022,band_c,742198904.9
PHEDC,01/06/2022,band_d,891205019.9
PHEDC,01/06/2022,band_e,159193501.2
PHEDC,01/07/2022,lifeline,35150
PHEDC,01/07/2022,band_a,2423858689
PHEDC,01/07/2022,band_b,656905830.4
PHEDC,01/07/2022,band_c,922953619.2
PHEDC,01/07/2022,band_d,990524942.6
PHEDC,01/07/2022,band_e,147635445.6
PHEDC,01/08/2022,lifeline,77050
PHEDC,01/08/2022,band_a,2220926859
PHEDC,01/08/2022,band_b,664485105
PHEDC,01/08/2022,band_c,1093633593
PHEDC,01/08/2022,band_d,846464920
PHEDC,01/08/2022,band_e,164589940
PHEDC,01/09/2022,lifeline,57400
PHEDC,01/09/2022,band_a,2263503403
PHEDC,01/09/2022,band_b,673145861
PHEDC,01/09/2022,band_c,987706414
PHEDC,01/09/2022,band_d,811781335
PHEDC,01/09/2022,band_e,159512183
YEDC,01/11/2020,lifeline,0
YEDC,01/11/2020,band_a,0
YEDC,01/11/2020,band_b,0
YEDC,01/11/2020,band_c,935583302
YEDC,01/11/2020,band_d,173352398
YEDC,01/11/2020,band_e,0
YEDC,01/12/2020,lifeline,0
YEDC,01/12/2020,band_a,0
YEDC,01/12/2020,band_b,0
YEDC,01/12/2020,band_c,883514122.2
YEDC,01/12/2020,band_d,155322952.1
YEDC,01/12/2020,band_e,0
YEDC,01/01/2021,lifeline,0
YEDC,01/01/2021,band_a,0
YEDC,01/01/2021,band_b,0
YEDC,01/01/2021,band_c,629668478.6
YEDC,01/01/2021,band_d,119889248
YEDC,01/01/2021,band_e,0
YEDC,01/02/2021,lifeline,0
YEDC,01/02/2021,band_a,0
YEDC,01/02/2021,band_b,0
YEDC,01/02/2021,band_c,721253740.3
YEDC,01/02/2021,band_d,190469419.9
YEDC,01/02/2021,band_e,0
YEDC,01/03/2021,lifeline,0
YEDC,01/03/2021,band_a,0
YEDC,01/03/2021,band_b,0
YEDC,01/03/2021,band_c,645126181.6
YEDC,01/03/2021,band_d,158095833.2
YEDC,01/03/2021,band_e,0
YEDC,01/04/2021,lifeline,0
YEDC,01/04/2021,band_a,377283458.6
YEDC,01/04/2021,band_b,68757694.89
YEDC,01/04/2021,band_c,215000923.5
YEDC,01/04/2021,band_d,31834666.7
YEDC,01/04/2021,band_e,0
YEDC,01/05/2021,lifeline,0
YEDC,01/05/2021,band_a,564787784.7
YEDC,01/05/2021,band_b,69469057.27
YEDC,01/05/2021,band_c,107541858.6
YEDC,01/05/2021,band_d,26980373.81
YEDC,01/05/2021,band_e,0
YEDC,01/06/2021,lifeline,0
YEDC,01/06/2021,band_a,581649265.1
YEDC,01/06/2021,band_b,81007543.06
YEDC,01/06/2021,band_c,96460354.03
YEDC,01/06/2021,band_d,36706094.37
YEDC,01/06/2021,band_e,0
YEDC,01/07/2021,lifeline,1591390
YEDC,01/07/2021,band_a,567700352.6
YEDC,01/07/2021,band_b,74656194.6
YEDC,01/07/2021,band_c,94233506.99
YEDC,01/07/2021,band_d,36848830.18
YEDC,01/07/2021,band_e,0
YEDC,01/08/2021,lifeline,2055580
YEDC,01/08/2021,band_a,484265606
YEDC,01/08/2021,band_b,53781028.76
YEDC,01/08/2021,band_c,85245248.89
YEDC,01/08/2021,band_d,30286420.21
YEDC,01/08/2021,band_e,0
YEDC,01/09/2021,lifeline,1872185
YEDC,01/09/2021,band_a,523475443.5
YEDC,01/09/2021,band_b,70210659.62
YEDC,01/09/2021,band_c,94591787.98
YEDC,01/09/2021,band_d,33085979.61
YEDC,01/09/2021,band_e,0
YEDC,01/10/2021,lifeline,1901770
YEDC,01/10/2021,band_a,669558854.5
YEDC,01/10/2021,band_b,108367283.8
YEDC,01/10/2021,band_c,126206456.6
YEDC,01/10/2021,band_d,47319233.5
YEDC,01/10/2021,band_e,0
YEDC,01/11/2021,lifeline,1902675
YEDC,01/11/2021,band_a,643349464.5
YEDC,01/11/2021,band_b,89579651.21
YEDC,01/11/2021,band_c,130966365.4
YEDC,01/11/2021,band_d,36934879.58
YEDC,01/11/2021,band_e,0
YEDC,01/12/2021,lifeline,2191735
YEDC,01/12/2021,band_a,489576816.8
YEDC,01/12/2021,band_b,56196001.1
YEDC,01/12/2021,band_c,119955348.4
YEDC,01/12/2021,band_d,46603506.57
YEDC,01/12/2021,band_e,0
YEDC,01/01/2022,lifeline,1840415
YEDC,01/01/2022,band_a,693354938.5
YEDC,01/01/2022,band_b,81618450.04
YEDC,01/01/2022,band_c,142560160.2
YEDC,01/01/2022,band_d,59951864.09
YEDC,01/01/2022,band_e,0
YEDC,01/02/2022,lifeline,1730750
YEDC,01/02/2022,band_a,831041780.7
YEDC,01/02/2022,band_b,114864952.9
YEDC,01/02/2022,band_c,185741102.3
YEDC,01/02/2022,band_d,71046151.33
YEDC,01/02/2022,band_e,0
YEDC,01/03/2022,lifeline,1661430
YEDC,01/03/2022,band_a,836876274.7
YEDC,01/03/2022,band_b,87059763.19
YEDC,01/03/2022,band_c,135117749.5
YEDC,01/03/2022,band_d,49536977.89
YEDC,01/03/2022,band_e,0
YEDC,01/04/2022,lifeline,1369985
YEDC,01/04/2022,band_a,742252205.8
YEDC,01/04/2022,band_b,91340659.96
YEDC,01/04/2022,band_c,139504386.1
YEDC,01/04/2022,band_d,44508786.81
YEDC,01/04/2022,band_e,0
YEDC,01/05/2022,lifeline,1192710
YEDC,01/05/2022,band_a,677121881.1
YEDC,01/05/2022,band_b,112998442.8
YEDC,01/05/2022,band_c,139748308.3
YEDC,01/05/2022,band_d,57564948.56
YEDC,01/05/2022,band_e,0
YEDC,01/06/2022,lifeline,416300
YEDC,01/06/2022,band_a,723225394.9
YEDC,01/06/2022,band_b,99499857.84
YEDC,01/06/2022,band_c,123919416.2
YEDC,01/06/2022,band_d,49702652.58
YEDC,01/06/2022,band_e,0
YEDC,01/07/2022,lifeline,343500
YEDC,01/07/2022,band_a,806285285.8
YEDC,01/07/2022,band_b,92501862.36
YEDC,01/07/2022,band_c,157442319.2
YEDC,01/07/2022,band_d,57614727.14
YEDC,01/07/2022,band_e,0
YEDC,01/08/2022,lifeline,1704620
YEDC,01/08/2022,band_a,849722360.1
YEDC,01/08/2022,band_b,107418935.5
YEDC,01/08/2022,band_c,142616565.5
YEDC,01/08/2022,band_d,39599973.31
YEDC,01/08/2022,band_e,0
YEDC,01/09/2022,lifeline,0
YEDC,01/09/2022,band_a,884538873.2
YEDC,01/09/2022,band_b,102298656.9
YEDC,01/09/2022,band_c,148697122.4
YEDC,01/09/2022,band_d,59917391.68
YEDC,01/09/2022,band_e,0
