disco,date,band,energy_kwh
PHEDC,01/10/2021,band_a,29655159
PHEDC,01/10/2021,band_b,23115807.59
PHEDC,01/10/2021,band_c,15959866.44
PHEDC,01/10/2021,band_d,60555484.91
PHEDC,01/10/2021,band_e,8492654.83
PHEDC,01/11/2021,lifeline,85859.1
PHEDC,01/11/2021,band_a,29801949.68
PHEDC,01/11/2021,band_b,22141804.66
PHEDC,01/11/2021,band_c,13955728.29
PHEDC,01/11/2021,band_d,55191424.64
PHEDC,01/11/2021,band_e,8064995.08
PHEDC,01/12/2021,lifeline,3500
PHEDC,01/12/2021,band_a,33326023.68
PHEDC,01/12/2021,band_b,18850941.9
PHEDC,01/12/2021,band_c,23203358.28
PHEDC,01/12/2021,band_d,44336018.82
PHEDC,01/12/2021,band_e,9728772.66
PHEDC,01/01/2022,lifeline,20122.16
PHEDC,01/01/2022,band_a,36498906.14
PHEDC,01/01/2022,band_b,21318899.18
PHEDC,01/01/2022,band_c,22385012.9
PHEDC,01/01/2022,band_d,40982257.67
PHEDC,01/01/2022,band_e,8545633.75
PHEDC,01/02/2022,lifeline,45446.93
PHEDC,01/02/2022,band_a,35526031.36
PHEDC,01/02/2022,band_b,20541153
PHEDC,01/02/2022,band_c,25483550.66
PHEDC,01/02/2022,band_d,43363493.16
PHEDC,01/02/2022,band_e,11410801.03
PHEDC,01/03/2022,lifeline,59257.52
PHEDC,01/03/2022,band_a,38428785.19
PHEDC,01/03/2022,band_b,20138328.02
PHEDC,01/03/2022,band_c,23519353.04
PHEDC,01/03/2022,band_d,42834218.47
PHEDC,01/03/2022,band_e,9650837.74
PHEDC,01/04/2022,lifeline,740
PHEDC,01/04/2022,band_a,32119601.65
PHEDC,01/04/2022,band_b,19980502.78
PHEDC,01/04/2022,band_c,21708120.38
PHEDC,01/04/2022,band_d,41560751.08
PHEDC,01/04/2022,band_e,7649396.79
PHEDC,01/05/2022,lifeline,938.84
PHEDC,01/05/2022,band_a,33877427.88
PHEDC,01/05/2022,band_b,18067026.72
PHEDC,01/05/2022,band_c,18983356.71
PHEDC,01/05/2022,band_d,41434415.67
PHEDC,01/05/2022,band_e,6991365.98
PHEDC,01/06/2022,lifeline,99731.08
PHEDC,01/06/2022,band_a,40665674.89
PHEDC,01/06/2022,band_b,15997435.38
PHEDC,01/06/2022,band_c,22998787.08
PHEDC,01/06/2022,band_d,33818795.58
PHEDC,01/06/2022,band_e,7745266.15
PHEDC,01/07/2022,lifeline,9438.58
PHEDC,01/07/2022,band_a,44061222.75
PHEDC,01/07/2022,band_b,16212317.46
PHEDC,01/07/2022,band_c,30690780.93
PHEDC,01/07/2022,band_d,43974914.69
PHEDC,01/07/2022,band_e,8438025.19
PHEDC,01/08/2022,lifeline,7686.78
PHEDC,01/08/2022,band_a,43613348.94
PHEDC,01/08/2022,band_b,16204311.45
PHEDC,01/08/2022,band_c,33903254.5
PHEDC,01/08/2022,band_d,39442411.07
PHEDC,01/08/2022,band_e,8219570.68
PHEDC,01/09/2022,lifeline,11389.86
PHEDC,01/09/2022,band_a,45582929.34
PHEDC,01/09/2022,band_b,15117143.24
PHEDC,01/09/2022,band_c,32534689.47
PHEDC,01/09/2022,band_d,38835449.1
PHEDC,01/09/2022,band_e,8713908.54
YEDC,01/11/2020,lifeline,0
YEDC,01/11/2020,band_a,0
YEDC,01/11/2020,band_b,0
YEDC,01/11/2020,band_c,36654302.96
YEDC,01/11/2020,band_d,9062541.72
YEDC,01/11/2020,band_e,0
YEDC,01/12/2020,lifeline,0
YEDC,01/12/2020,band_a,0
YEDC,01/12/2020,band_b,0
YEDC,01/12/2020,band_c,36738974.99
YEDC,01/12/2020,band_d,10465715.7
YEDC,01/12/2020,band_e,0
YEDC,01/01/2021,lifeline,0
YEDC,01/01/2021,band_a,0
YEDC,01/01/2021,band_b,0
YEDC,01/01/2021,band_c,33272901.32
YEDC,01/01/2021,band_d,10665496.3
YEDC,01/01/2021,band_e,0
YEDC,01/02/2021,lifeline,0
YEDC,01/02/2021,band_a,0
YEDC,01/02/2021,band_b,0
YEDC,01/02/2021,band_c,21214740.9
YEDC,01/02/2021,band_d,10559641.3
YEDC,01/02/2021,band_e,0
YEDC,01/03/2021,lifeline,0
YEDC,01/03/2021,band_a,0
YEDC,01/03/2021,band_b,0
YEDC,01/03/2021,band_c,25336374.8
YEDC,01/03/2021,band_d,11068266.7
YEDC,01/03/2021,band_e,0
YEDC,01/04/2021,lifeline,0
YEDC,01/04/2021,band_a,16241052
YEDC,01/04/2021,band_b,5068010
YEDC,01/04/2021,band_c,10005394.2
YEDC,01/04/2021,band_d,2423945.9
YEDC,01/04/2021,band_e,0
YEDC,01/05/2021,lifeline,0
YEDC,01/05/2021,band_a,19596401
YEDC,01/05/2021,band_b,4060852.1
YEDC,01/05/2021,band_c,8461183.9
YEDC,01/05/2021,band_d,1237127.9
YEDC,01/05/2021,band_e,0
YEDC,01/06/2021,lifeline,0
YEDC,01/06/2021,band_a,17663381.6
YEDC,01/06/2021,band_b,3970994.5
YEDC,01/06/2021,band_c,8461327.7
YEDC,01/06/2021,band_d,1398832.3
YEDC,01/06/2021,band_e,0
YEDC,01/07/2021,lifeline,0
YEDC,01/07/2021,band_a,18021800.9
YEDC,01/07/2021,band_b,4107225.2
YEDC,01/07/2021,band_c,8585724.5
YEDC,01/07/2021,band_d,2861756.3
YEDC,01/07/2021,band_e,0
YEDC,01/08/2021,lifeline,120744
YEDC,01/08/2021,band_a,18288443.51
YEDC,01/08/2021,band_b,3907218.48
YEDC,01/08/2021,band_c,8505843.2
YEDC,01/08/2021,band_d,1553047.6
YEDC,01/08/2021,band_e,0
YEDC,01/09/2021,lifeline,118808
YEDC,01/09/2021,band_a,17455227.5
YEDC,01/09/2021,band_b,3684334.4
YEDC,01/09/2021,band_c,8320113.7
YEDC,01/09/2021,band_d,2139271.6
YEDC,01/09/2021,band_e,0
YEDC,01/10/2021,lifeline,112097
YEDC,01/10/2021,band_a,18281032.8
YEDC,01/10/2021,band_b,3922220.9
YEDC,01/10/2021,band_c,8568638.59
YEDC,01/10/2021,band_d,1588931.8
YEDC,01/10/2021,band_e,0
YEDC,01/11/2021,lifeline,119141
YEDC,01/11/2021,band_a,18898529.24
YEDC,01/11/2021,band_b,3990954.6
YEDC,01/11/2021,band_c,8688878.9
YEDC,01/11/2021,band_d,1721430.4
YEDC,01/11/2021,band_e,0
YEDC,01/12/2021,lifeline,1103445
YEDC,01/12/2021,band_a,24277400.97
YEDC,01/12/2021,band_b,5620938.8
YEDC,01/12/2021,band_c,11848901.9
YEDC,01/12/2021,band_d,1997718.4
YEDC,01/12/2021,band_e,0
YEDC,01/01/2022,lifeline,1107593
YEDC,01/01/2022,band_a,21493773.9
YEDC,01/01/2022,band_b,5692886.7
YEDC,01/01/2022,band_c,11266977.3
YEDC,01/01/2022,band_d,3084007.2
YEDC,01/01/2022,band_e,0
YEDC,01/02/2022,lifeline,127918
YEDC,01/02/2022,band_a,21378747
YEDC,01/02/2022,band_b,5882125
YEDC,01/02/2022,band_c,11606734.6
YEDC,01/02/2022,band_d,3094125.3
YEDC,01/02/2022,band_e,0
YEDC,01/03/2022,lifeline,129270
YEDC,01/03/2022,band_a,24764133.1
YEDC,01/03/2022,band_b,6385794.8
YEDC,01/03/2022,band_c,12581491
YEDC,01/03/2022,band_d,2557541.6
YEDC,01/03/2022,band_e,0
YEDC,01/04/2022,lifeline,139186
YEDC,01/04/2022,band_a,25539082.46
YEDC,01/04/2022,band_b,5778254.6
YEDC,01/04/2022,band_c,10864811.39
YEDC,01/04/2022,band_d,1872190.6
YEDC,01/04/2022,band_e,0
YEDC,01/05/2022,lifeline,96790
YEDC,01/05/2022,band_a,21365209.14
YEDC,01/05/2022,band_b,6518804.71
YEDC,01/05/2022,band_c,7908892.69
YEDC,01/05/2022,band_d,1717384
YEDC,01/05/2022,band_e,0
YEDC,01/06/2022,lifeline,133497
YEDC,01/06/2022,band_a,18576933.67
YEDC,01/06/2022,band_b,4614948.75
YEDC,01/06/2022,band_c,8617777.97
YEDC,01/06/2022,band_d,2429333.45
YEDC,01/06/2022,band_e,0
YEDC,01/07/2022,lifeline,31972
YEDC,01/07/2022,band_a,18722945.29
YEDC,01/07/2022,band_b,4908948.56
YEDC,01/07/2022,band_c,10629097.65
YEDC,01/07/2022,band_d,2588278.77
YEDC,01/07/2022,band_e,0
YEDC,01/08/2022,lifeline,35335
YEDC,01/08/2022,band_a,18826651.61
YEDC,01/08/2022,band_b,3742508.05
YEDC,01/08/2022,band_c,10985734.73
YEDC,01/08/2022,band_d,2553976.04
YEDC,01/08/2022,band_e,0
YEDC,01/09/2022,lifeline,3590
YEDC,01/09/2022,band_a,22250759.72
YEDC,01/09/2022,band_b,4438789.81
YEDC,01/09/2022,band_c,7952203.812
YEDC,01/09/2022,band_d,2733219.54
YEDC,01/09/2022,band_e,0
