disco,date,band,billing_naira
PHEDC,01/10/2021,band_d,2341114108
PHEDC,01/10/2021,band_e,328246043.7
PHEDC,01/11/2021,lifeline,449825.16
PHEDC,01/11/2021,band_a,1715331585
PHEDC,01/11/2021,band_b,1299071310
PHEDC,01/11/2021,band_c,739085409.1
PHEDC,01/11/2021,band_d,2125714779
PHEDC,01/11/2021,band_e,309837679.8
PHEDC,01/12/2021,lifeline,15050
PHEDC,01/12/2021,band_a,1962155867
PHEDC,01/12/2021,band_b,1096111303
PHEDC,01/12/2021,band_c,1118006833
PHEDC,01/12/2021,band_d,1705155148
PHEDC,01/12/2021,band_e,374532197.2
PHEDC,01/01/2022,lifeline,86525.28
PHEDC,01/01/2022,band_a,2149708812
PHEDC,01/01/2022,band_b,1258528515
PHEDC,01/01/2022,band_c,1190496461
PHEDC,01/01/2022,band_d,1581207449
PHEDC,01/01/2022,band_e,328721776.2
PHEDC,01/02/2022,lifeline,754895.61
PHEDC,01/02/2022,band_a,2217906096
PHEDC,01/02/2022,band_b,1274361852
PHEDC,01/02/2022,band_c,1484205859
PHEDC,01/02/2022,band_d,1825908990
PHEDC,01/02/2022,band_e,480867614.5
PHEDC,01/03/2022,lifeline,254581.72
PHEDC,01/03/2022,band_a,2402656702
PHEDC,01/03/2022,band_b,1254155502
PHEDC,01/03/2022,band_c,1372041521
PHEDC,01/03/2022,band_d,1802059437
PHEDC,01/03/2022,band_e,409592611.2
PHEDC,01/04/2022,lifeline,0
PHEDC,01/04/2022,band_a,2021716617
PHEDC,01/04/2022,band_b,1248363756
PHEDC,01/04/2022,band_c,1270408936
PHEDC,01/04/2022,band_d,1756915449
PHEDC,01/04/2022,band_e,324726259.1
PHEDC,01/05/2022,lifeline,14808.6
PHEDC,01/05/2022,band_a,2135004884
PHEDC,01/05/2022,band_b,1119318035
PHEDC,01/05/2022,band_c,1107995034
PHEDC,01/05/2022,band_d,1774792392
PHEDC,01/05/2022,band_e,295900157.1
PHEDC,01/06/2022,lifeline,3200121.57
PHEDC,01/06/2022,band_a,2545636570
PHEDC,01/06/2022,band_b,988452851.5
PHEDC,01/06/2022,band_c,1291295203
PHEDC,01/06/2022,band_d,1433927684
PHEDC,01/06/2022,band_e,327546884.1
PHEDC,01/07/2022,lifeline,40585.89
PHEDC,01/07/2022,band_a,2812111331
PHEDC,01/07/2022,band_b,1034542618
PHEDC,01/07/2022,band_c,1790263989
PHEDC,01/07/2022,band_d,1904226996
PHEDC,01/07/2022,band_e,366030192
PHEDC,01/08/2022,lifeline,34290.07
PHEDC,01/08/2022,band_a,2776940937
PHEDC,01/08/2022,band_b,1033315577
PHEDC,01/08/2022,band_c,1924738069
PHEDC,01/08/2022,band_d,1698594303
PHEDC,01/08/2022,band_e,354702035.5
PHEDC,01/09/2022,lifeline,48434.29
PHEDC,01/09/2022,band_a,2934608389
PHEDC,01/09/2022,band_b,963112984.3
PHEDC,01/09/2022,band_c,1947015925
PHEDC,01/09/2022,band_d,1675945087
PHEDC,01/09/2022,band_e,376009953.6
YEDC,01/11/2020,lifeline,0
YEDC,01/11/2020,band_a,0
YEDC,01/11/2020,band_b,0
YEDC,01/11/2020,band_c,1733013832
YEDC,01/11/2020,band_d,250046535.2
YEDC,01/11/2020,band_e,0
YEDC,01/12/2020,lifeline,0
YEDC,01/12/2020,band_a,0
YEDC,01/12/2020,band_b,0
YEDC,01/12/2020,band_c,1766164449
YEDC,01/12/2020,band_d,295674725
YEDC,01/12/2020,band_e,0
YEDC,01/01/2021,lifeline,0
YEDC,01/01/2021,band_a,0
YEDC,01/01/2021,band_b,0
YEDC,01/01/2021,band_c,1598654793
YEDC,01/01/2021,band_d,293519343.7
YEDC,01/01/2021,band_e,0
YEDC,01/02/2021,lifeline,0
YEDC,01/02/2021,band_a,0
YEDC,01/02/2021,band_b,0
YEDC,01/02/2021,band_c,1021425055
YEDC,01/02/2021,band_d,297520276
YEDC,01/02/2021,band_e,0
YEDC,01/03/2021,lifeline,0
YEDC,01/03/2021,band_a,0
YEDC,01/03/2021,band_b,0
YEDC,01/03/2021,band_c,1222871717
YEDC,01/03/2021,band_d,315783033.8
YEDC,01/03/2021,band_e,0
YEDC,01/04/2021,lifeline,0
YEDC,01/04/2021,band_a,824624115
YEDC,01/04/2021,band_b,254154932.7
YEDC,01/04/2021,band_c,348685920.4
YEDC,01/04/2021,band_d,66247582.38
YEDC,01/04/2021,band_e,0
YEDC,01/05/2021,lifeline,0
YEDC,01/05/2021,band_a,991530203
YEDC,01/05/2021,band_b,196251223.9
YEDC,01/05/2021,band_c,257070647.9
YEDC,01/05/2021,band_d,35687583.77
YEDC,01/05/2021,band_e,0
YEDC,01/06/2021,lifeline,0
YEDC,01/06/2021,band_a,890667778
YEDC,01/06/2021,band_b,194580037
YEDC,01/06/2021,band_c,254675761.6
YEDC,01/06/2021,band_d,39041892.32
YEDC,01/06/2021,band_e,0
YEDC,01/07/2021,lifeline,0
YEDC,01/07/2021,band_a,907938715
YEDC,01/07/2021,band_b,207254373.3
YEDC,01/07/2021,band_c,258114142.8
YEDC,01/07/2021,band_d,78085559.78
YEDC,01/07/2021,band_e,0
YEDC,01/08/2021,lifeline,519164.59
YEDC,01/08/2021,band_a,921254001
YEDC,01/08/2021,band_b,192341258.8
YEDC,01/08/2021,band_c,257946468.9
YEDC,01/08/2021,band_d,44856522.23
YEDC,01/08/2021,band_e,0
YEDC,01/09/2021,lifeline,510874.4
YEDC,01/09/2021,band_a,918092957
YEDC,01/09/2021,band_b,193487154.8
YEDC,01/09/2021,band_c,269591208.4
YEDC,01/09/2021,band_d,68695769.84
YEDC,01/09/2021,band_e,0
YEDC,01/10/2021,lifeline,482017.1
YEDC,01/10/2021,band_a,962522190
YEDC,01/10/2021,band_b,206050492.9
YEDC,01/10/2021,band_c,276073067
YEDC,01/10/2021,band_d,52138581.48
YEDC,01/10/2021,band_e,0
YEDC,01/11/2021,lifeline,512306.3
YEDC,01/11/2021,band_a,996741122
YEDC,01/11/2021,band_b,209639820.6
YEDC,01/11/2021,band_c,284346047.8
YEDC,01/11/2021,band_d,56085730.15
YEDC,01/11/2021,band_e,0
YEDC,01/12/2021,lifeline,4413900
YEDC,01/12/2021,band_a,1180470622
YEDC,01/12/2021,band_b,272335046.1
YEDC,01/12/2021,band_c,353104494.8
YEDC,01/12/2021,band_d,59912374.77
YEDC,01/12/2021,band_e,0
YEDC,01/01/2022,lifeline,4430372
YEDC,01/01/2022,band_a,1049672243
YEDC,01/01/2022,band_b,277842628.1
YEDC,01/01/2022,band_c,337817812.9
YEDC,01/01/2022,band_d,93045259.72
YEDC,01/01/2022,band_e,0
YEDC,01/02/2022,lifeline,511672
YEDC,01/02/2022,band_a,1044210825
YEDC,01/02/2022,band_b,286510526.6
YEDC,01/02/2022,band_c,348225301.8
YEDC,01/02/2022,band_d,93895794.86
YEDC,01/02/2022,band_e,0
YEDC,01/03/2022,lifeline,517280
YEDC,01/03/2022,band_a,1211720599
YEDC,01/03/2022,band_b,311915412.5
YEDC,01/03/2022,band_c,375306525.3
YEDC,01/03/2022,band_d,78679410.91
YEDC,01/03/2022,band_e,0
YEDC,01/04/2022,lifeline,556744
YEDC,01/04/2022,band_a,1452297815
YEDC,01/04/2022,band_b,310448527.1
YEDC,01/04/2022,band_c,545106456.6
YEDC,01/04/2022,band_d,90633525.6
YEDC,01/04/2022,band_e,0
YEDC,01/05/2022,lifeline,387360
YEDC,01/05/2022,band_a,1218394889
YEDC,01/05/2022,band_b,351016257.1
YEDC,01/05/2022,band_c,397198087.7
YEDC,01/05/2022,band_d,83511461.26
YEDC,01/05/2022,band_e,0
YEDC,01/06/2022,lifeline,534188
YEDC,01/06/2022,band_a,1060468498
YEDC,01/06/2022,band_b,250807719.4
YEDC,01/06/2022,band_c,433660660.8
YEDC,01/06/2022,band_d,117389605.5
YEDC,01/06/2022,band_e,0
YEDC,01/07/2022,lifeline,127888
YEDC,01/07/2022,band_a,1113025310
YEDC,01/07/2022,band_b,277386969.3
YEDC,01/07/2022,band_c,553118338.8
YEDC,01/07/2022,band_d,129580580.5
YEDC,01/07/2022,band_e,0
YEDC,01/08/2022,lifeline,141340
YEDC,01/08/2022,band_a,1116668385
YEDC,01/08/2022,band_b,209184804.1
YEDC,01/08/2022,band_c,570864063.4
YEDC,01/08/2022,band_d,127872446.7
YEDC,01/08/2022,band_e,0
YEDC,01/09/2022,lifeline,14360
YEDC,01/09/2022,band_a,1334861941
YEDC,01/09/2022,band_b,249684578.4
YEDC,01/09/2022,band_c,419266250.4
YEDC,01/09/2022,band_d,136698715.8
YEDC,01/09/2022,band_e,0
